transaction_reference,authorization_number,primary_account_number,card_bin_number,card_suffix,card_expiry_date,card_product_type,account_type,transaction_date,transaction_time,local_date,local_time,transaction_amount_inr,transaction_currency_code,settlement_amount,settlement_currency,transaction_code,transaction_description,merchant_identifier,merchant_business_name,mcc_code,merchant_location_city,merchant_location_state,merchant_country_code,merchant_postal_code,merchant_phone,terminal_identifier,pos_entry_capability,pos_cardholder_presence,card_present_indicator,authorization_response_code,response_code,response_description,approval_date,address_verification_result,cvv_verification_result,cvv_presence_indicator,acquiring_institution_id,acquiring_bin,issuing_bin,visa_network_reference,interchange_reimbursement_fee,service_charge,network_processing_fee,gst_amount,retrieval_reference_number,system_trace_audit_number,batch_identifier,settlement_date,fraud_detection_score,risk_assessment,secure_3d_auth_status,secure_3d_eci,bank_name,data_source,record_created_timestamp
SBI000000005199,AUTH0005199,453234******6171,453234,6171,2706,VISA,CREDIT,20251217,231057,20251217,231057,4067.75,356,,,000000,POS PURCHASE,SBI524745,Padmanabhan and Sons,5661,Delhi,Meghalaya,IND,627765,,TERM695489,90,0,1,,00,Approved,20251217,P,P,1,SBI00001,453232,453234,VISA7794117294,71.51,26.33,,10.46,RRN0000005199,005199,BATCH49147,20251219,599.0,HIGH,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.609873
SBI000000006760,AUTH0006760,453231******9933,453231,9933,2907,VISA,SAVINGS,20251228,231057,20251228,231057,2899.23,356,,,000000,REFUND,SBI399212,Devan-Nagi,,Bangalore,Nagaland,IND,728228,,TERM398128,02,1,0,A46589,05,Do not honor,20251228,U,M,0,SBI00001,453232,453231,VISA8468708451,,,10.41,19.27,RRN0000006760,006760,BATCH35099,20251229,,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.786900
SBI000000007269,AUTH0007269,453232******0846,453232,0846,2601,VISA,CREDIT,20251212,231057,20251212,231057,5777.64,356,,,010000,REFUND,SBI205400,Ben-Bala,5651,Chennai,Assam,IND,618504,+916512201635,TERM869963,81,0,1,A76913,14,Insufficient funds,20251212,U,S,1,SBI00001,453232,453232,VISA4899047316,53.24,13.8,13.06,8.34,RRN0000007269,007269,BATCH26630,20251213,848.0,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.843532
SBI000000005605,AUTH0005605,453233******7394,453233,7394,2705,VISA,CURRENT,20251207,231057,20251207,231057,2756.11,356,,,200000,ONLINE PAYMENT,SBI819327,"Prabhakar, Mishra and Bhandari",5732,Jaipur,Arunachal Pradesh,IND,299374,08965608469,TERM219229,05,0,1,A54495,05,Insufficient funds,20251207,S,U,1,SBI00001,453234,453233,VISA5988183508,81.04,,15.14,,RRN0000005605,005605,BATCH14709,20251209,,MEDIUM,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.658195
SBI000000007263,AUTH0007263,453232******9573,453232,9573,2812,VISA,SAVINGS,20251227,231057,20251227,231057,8484.6,356,,,200000,ONLINE PAYMENT,SBI333490,Sane Ltd,5411,Ahmedabad,,IND,268619,+910651513822,TERM548701,05,0,0,,14,Do not honor,20251227,P,M,0,SBI00001,453231,453232,VISA7520591337,62.62,23.47,16.84,8.51,RRN0000007263,007263,BATCH45144,20251229,89.0,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.842479
SBI000000005626,AUTH0005626,453232******6713,453232,6713,2712,VISA,CREDIT,20260104,231057,20260104,231057,1280.42,356,,,010000,POS PURCHASE,SBI899093,Sani-Upadhyay,5814,Ahmedabad,Sikkim,IND,,,TERM604481,05,1,0,,14,Approved,20260104,U,M,0,SBI00001,453233,453232,VISA5501198152,36.81,47.93,,,RRN0000005626,005626,BATCH70330,20260106,,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.660112
SBI000000004267,AUTH0004267,453234******1175,453234,1175,2812,VISA,CURRENT,20251224,231057,20251224,231057,8301.62,356,,,200000,REFUND,SBI112002,Nayak Ltd,,Jaipur,,IND,,,TERM165894,05,2,0,A68309,91,Approved,20251224,S,U,0,SBI00001,453234,453234,VISA8202575776,16.24,6.26,15.57,9.89,RRN0000004267,004267,BATCH57198,20251225,261.0,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.502589
SBI000000005016,AUTH0005016,453234******1601,453234,1601,2704,VISA,CURRENT,20260101,231057,20260101,231057,1156.71,356,,,200000,ATM WITHDRAWAL,SBI779985,Rao-Kamdar,5912,Pune,Arunachal Pradesh,IND,306670,8837079919,TERM384662,05,1,0,A06231,14,Do not honor,20260101,N,N,0,SBI00001,453231,453234,VISA5124176133,,28.41,2.46,12.46,RRN0000005016,005016,BATCH39625,20260102,,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.591666
SBI000000004242,AUTH0004242,453232******5419,453232,5419,2702,VISA,CURRENT,20251223,231057,20251223,231057,8947.1,356,,,000000,ONLINE PAYMENT,SBI991226,Misra-Deshpande,5691,Delhi,Chhattisgarh,IND,520451,,TERM849437,02,1,0,A49224,61,Insufficient funds,20251223,N,U,0,SBI00001,453234,453232,VISA2552872680,,25.07,10.31,12.56,RRN0000004242,004242,BATCH81438,20251224,,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.498799
SBI000000005916,AUTH0005916,453233******5518,453233,5518,2906,VISA,SAVINGS,20251227,231057,20251227,231057,-6987.71,356,,,010000,POS PURCHASE,SBI220871,Pillai-Ratti,5651,Ahmedabad,Maharashtra,IND,289588,,TERM152991,81,0,1,,51,Do not honor,20251227,A,N,0,SBI00001,453233,453233,VISA5321325208,,44.59,,27.74,RRN0000005916,005916,BATCH98797,20251229,633.0,HIGH,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.693415
SBI000000006644,AUTH0006644,453234******9184,453234,9184,2907,VISA,CURRENT,2025-12-05,231057,20251205,231057,932.0,356,,,010000,ONLINE PAYMENT,SBI178189,"Suri, Das and Sodhi",7011,Pune,Mizoram,IND,986246,,TERM911418,02,0,0,A62561,00,Insufficient funds,20251205,S,U,1,SBI00001,453231,453234,VISA2483549810,,11.45,11.34,23.91,RRN0000006644,006644,BATCH48521,20251206,19.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.774013
SBI000000005494,AUTH0005494,453233******9269,453233,9269,2909,VISA,CURRENT,20251214,231057,20251214,231057,160.6,356,,,010000,POS PURCHASE,SBI617297,Boase-Mahal,,Delhi,Karnataka,IND,,00129043128,TERM734578,02,2,1,,61,Insufficient funds,20251214,P,P,0,SBI00001,453233,453233,VISA3275614408,74.52,17.52,,,RRN0000005494,005494,BATCH32410,20251215,30.0,,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.641245
SBI000000006193,AUTH0006193,453231******8260,453231,8260,3002,VISA,SAVINGS,20251210,231057,20251210,231057,6185.33,356,,,010000,ATM WITHDRAWAL,SBI686447,Bobal-Mahajan,5411,Pune,Mizoram,IND,124999,1255291653,TERM328921,05,1,1,A97944,91,Do not honor,20251210,U,S,0,SBI00001,453231,453231,VISA5919237923,61.21,38.32,15.77,5.48,RRN0000006193,006193,BATCH51620,20251212,757.0,HIGH,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.725056
SBI000000006633,AUTH0006633,453232******0458,453232,0458,3008,VISA,SAVINGS,20251227,231057,20251227,231057,6776.65,356,,,010000,ONLINE PAYMENT,SBI671915,Sengupta PLC,7011,Lucknow,Meghalaya,IND,495576,8559711897,TERM156892,02,1,1,A24818,00,Approved,20251227,U,P,0,SBI00001,453232,453232,VISA6977313544,39.38,39.82,,6.1,RRN0000006633,006633,BATCH96109,20251228,949.0,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.774013
SBI000000007023,AUTH0007023,453233******6177,453233,6177,3005,VISA,CURRENT,2025-12-07,231057,20251207,231057,1149.73,356,,,200000,ONLINE PAYMENT,SBI745942,"Edwin, Sandhu and Bir",,Jaipur,,IND,,,TERM635496,05,1,1,A75154,14,Do not honor,20251207,A,M,1,SBI00001,453234,453233,VISA9914780799,34.93,37.38,5.36,,RRN0000007023,007023,BATCH87466,20251208,,HIGH,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.816391
SBI000000004495,AUTH0004495,453232******3267,453232,3267,2806,VISA,CREDIT,20251216,231057,20251216,231057,2084.91,356,,,010000,ATM WITHDRAWAL,SBI579536,Bala LLC,5999,Hyderabad,Punjab,IND,657520,05745684426,TERM201389,81,1,1,A33338,14,Insufficient funds,20251216,N,N,0,SBI00001,453234,453232,VISA1462366951,66.25,37.82,7.47,,RRN0000004495,004495,BATCH58290,20251218,619.0,,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.527241
SBI000000006464,AUTH0006464,453233******9275,453233,9275,2706,VISA,SAVINGS,20251220,231057,20251220,231057,-1251.48,356,,,010000,POS PURCHASE,SBI906251,"Pau, Sachar and Vala",5814,Chennai,Meghalaya,IND,573200,9673799568,TERM815861,81,0,1,,00,Do not honor,20251220,A,N,1,SBI00001,453234,453233,VISA3705009569,86.35,24.5,,,RRN0000006464,006464,BATCH28579,20251221,814.0,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.753851
SBI000000004656,AUTH0004656,453232******4258,453232,4258,3006,VISA,CURRENT,20251216,231057,20251216,231057,9900.99,356,,,000000,POS PURCHASE,SBI618987,Dass-Chaudhary,5691,Bangalore,Mizoram,IND,,+916036323518,TERM314395,02,2,0,A52291,05,Insufficient funds,20251216,S,N,1,SBI00001,453234,453232,VISA4986537981,56.82,,12.06,9.16,RRN0000004656,004656,BATCH64922,20251217,379.0,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.547845
SBI000000006743,AUTH0006743,453234******6627,453234,6627,2812,VISA,CREDIT,26-12-2025,231057,20251226,231057,9828.3,356,,,010000,POS PURCHASE,SBI660226,Tandon-Saraf,,Pune,Meghalaya,IND,831987,,TERM782275,81,1,1,A41660,51,Insufficient funds,20251226,S,M,1,SBI00001,453231,453234,VISA2756515846,,43.78,,20.34,RRN0000006743,006743,BATCH61150,20251227,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.785690
SBI000000005578,AUTH0005578,453232******5412,453232,5412,3009,VISA,CURRENT,2025-12-12,231057,20251212,231057,6981.68,356,,,000000,POS PURCHASE,SBI363034,Bhatia Group,5651,Lucknow,Tamil Nadu,IND,,4739087535,TERM297224,81,0,0,A89832,05,Approved,20251212,S,N,1,SBI00001,453234,453232,VISA3594262736,51.37,48.79,2.29,22.99,RRN0000005578,005578,BATCH39423,20251214,430.0,,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.654674
SBI000000007160,AUTH0007160,453232******2965,453232,2965,2703,VISA,CREDIT,20251224,231057,20251224,231057,4366.2,356,,,200000,POS PURCHASE,SBI688857,"Patla, Bhalla and Pandey",5732,Delhi,Haryana,IND,189965,,TERM692465,81,2,1,A04431,00,Do not honor,20251224,U,M,1,SBI00001,453231,453232,VISA6273388397,92.61,15.37,12.56,25.19,RRN0000007160,007160,BATCH42630,20251225,483.0,,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.830769
SBI000000006439,AUTH0006439,453233******7704,453233,7704,2609,VISA,CREDIT,2025-12-13,231057,20251213,231057,5280.25,356,,,010000,ONLINE PAYMENT,SBI700563,Ahluwalia LLC,7011,Mumbai,Kerala,IND,482268,,TERM950790,90,0,0,A97767,00,Insufficient funds,20251213,P,N,0,SBI00001,453234,453233,VISA2219352863,,,5.74,25.53,RRN0000006439,006439,BATCH70109,20251215,536.0,,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.753253
SBI000000006445,AUTH0006445,453233******3320,453233,3320,2708,VISA,CURRENT,20251221,231057,20251221,231057,4686.53,356,,,010000,ONLINE PAYMENT,SBI794456,Sheth PLC,,Hyderabad,Madhya Pradesh,IND,901658,2631413503,TERM951961,05,0,0,A97851,61,Approved,20251221,Y,S,0,SBI00001,453234,453233,VISA8863966136,57.4,9.01,10.34,8.63,RRN0000006445,006445,BATCH19332,20251223,888.0,HIGH,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.753851
SBI000000005396,AUTH0005396,453231******5571,453231,5571,2812,VISA,CURRENT,20251224,231057,20251224,231057,3398.01,356,,,000000,REFUND,SBI836309,Prabhu-Sura,5732,Chennai,Tamil Nadu,IND,170473,,TERM458560,90,2,1,A84235,05,Insufficient funds,20251224,S,N,1,SBI00001,453232,453231,VISA4836394895,14.16,15.91,4.04,28.57,RRN0000005396,005396,BATCH27501,20251225,174.0,HIGH,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.634244
SBI000000004958,AUTH0004958,453232******3342,453232,3342,2905,VISA,SAVINGS,20251214,231057,20251214,231057,922.75,356,,,200000,ATM WITHDRAWAL,SBI129451,Thaker-Thaker,5732,Pune,Punjab,IND,922970,,TERM249999,02,0,1,A83923,14,Insufficient funds,20251214,P,M,0,SBI00001,453234,453232,VISA3348897673,67.8,31.32,8.56,12.89,RRN0000004958,004958,BATCH43083,20251216,,LOW,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.584172
SBI000000006886,AUTH0006886,453233******2361,453233,2361,2905,VISA,CREDIT,20251221,231057,20251221,231057,7620.12,356,,,000000,REFUND,SBI692192,Goyal and Sons,4121,Ahmedabad,Maharashtra,IND,895085,06285069672,TERM723298,90,1,1,A06474,51,Insufficient funds,20251221,N,M,0,SBI00001,453233,453233,VISA5852703063,,24.51,17.85,7.25,RRN0000006886,006886,BATCH81862,20251223,391.0,,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.801774
SBI000000004427,AUTH0004427,453233******6942,453233,6942,2707,VISA,CURRENT,20251214,231057,20251214,231057,8713.52,356,,,000000,REFUND,SBI659119,"Rao, Bali and Butala",5411,Ahmedabad,Meghalaya,IND,379604,,TERM895027,05,0,0,A67873,61,Approved,20251214,Y,M,1,SBI00001,453234,453233,VISA9393312713,40.58,25.21,,20.4,RRN0000004427,004427,BATCH18343,20251216,,MEDIUM,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.520316
SBI000000004405,AUTH0004405,453233******4317,453233,4317,3008,VISA,CURRENT,20251214,231057,20251214,231057,8160.93,356,,,200000,REFUND,SBI253023,Pal-Bal,,Delhi,Mizoram,IND,437978,,TERM705197,90,1,0,A05711,61,Approved,20251214,A,M,1,SBI00001,453231,453233,VISA9386570154,60.14,34.59,5.17,9.18,RRN0000004405,004405,BATCH75915,20251215,,HIGH,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.518513
SBI000000004323,AUTH0004323,453231******2622,453231,2622,2908,VISA,CURRENT,20251211,231057,20251211,231057,331.18,356,,,010000,REFUND,SBI667693,"Oommen, Borde and Sawhney",7011,Hyderabad,Mizoram,IND,191696,,TERM458817,81,1,1,,91,Approved,20251211,A,M,1,SBI00001,453231,453231,VISA2440563298,68.94,,13.91,18.51,RRN0000004323,004323,BATCH21966,20251213,36.0,MEDIUM,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.508928
SBI000000004144,AUTH0004144,453233******0505,453233,0505,2705,VISA,SAVINGS,20251229,231057,20251229,231057,9830.97,356,,,200000,ONLINE PAYMENT,SBI414937,"Subramanian, Wadhwa and Mandal",5411,Ahmedabad,Nagaland,IND,159568,,TERM428343,05,2,1,A65230,14,Approved,20251229,Y,N,0,SBI00001,453232,453233,VISA3876355658,98.88,,15.6,12.09,RRN0000004144,004144,BATCH90090,20251230,753.0,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.486676
SBI000000006221,AUTH0006221,453232******0642,453232,0642,2701,VISA,CREDIT,20251209,231057,20251209,231057,3714.52,356,,,000000,ATM WITHDRAWAL,SBI449887,Dutt-Dalal,5921,Pune,,IND,569845,,TERM863440,02,2,0,,00,Insufficient funds,20251209,A,P,0,SBI00001,453231,453232,VISA3620592910,33.37,,,,RRN0000006221,006221,BATCH77762,20251211,227.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.727365
SBI000000004101,AUTH0004101,453231******6819,453231,6819,2609,VISA,CREDIT,20251210,231057,20251210,231057,5207.92,356,,,200000,REFUND,SBI345170,"Kale, Ghose and Naidu",5661,Pune,Madhya Pradesh,IND,868599,,TERM681090,90,0,1,A79746,61,Insufficient funds,20251210,A,N,0,SBI00001,453232,453231,VISA3916164924,,28.47,15.42,,RRN0000004101,004101,BATCH59788,20251211,770.0,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.480652
SBI000000004806,AUTH0004806,453233******4014,453233,4014,2812,VISA,SAVINGS,20251221,231057,20251221,231057,3048.52,356,,,010000,ONLINE PAYMENT,SBI848586,"Kapur, Deshpande and Halder",5912,Kolkata,Chhattisgarh,IND,555758,5414226326,TERM388492,81,0,1,,91,Do not honor,20251221,N,M,0,SBI00001,453234,453233,VISA9317054169,84.78,,11.85,5.32,RRN0000004806,004806,BATCH28727,20251222,378.0,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.567016
SBI000000005321,AUTH0005321,453231******9004,453231,9004,3012,VISA,CURRENT,20251220,231057,20251220,231057,950.66,356,,,010000,ONLINE PAYMENT,SBI302676,Mistry Group,,Jaipur,Madhya Pradesh,IND,785542,,TERM140056,05,1,1,,14,Approved,20251220,N,M,0,SBI00001,453234,453231,VISA7102535976,55.43,15.28,19.4,21.14,RRN0000005321,005321,BATCH82137,20251222,406.0,MEDIUM,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.625679
SBI000000005405,AUTH0005405,453234******6082,453234,6082,3010,VISA,CURRENT,20260102,231057,20260102,231057,6743.86,356,,,010000,REFUND,SBI356736,Kala-Mitra,5814,Lucknow,Himachal Pradesh,IND,,,TERM759037,90,2,1,A75508,00,Do not honor,20260102,S,N,0,SBI00001,453233,453234,VISA5081271594,,13.99,5.94,17.12,RRN0000005405,005405,BATCH23434,20260103,,HIGH,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.635945
SBI000000004536,AUTH0004536,453234******3788,453234,3788,3007,VISA,SAVINGS,20251217,231057,20251217,231057,8927.16,356,,,200000,REFUND,SBI996010,Das Inc,5411,Pune,Jharkhand,IND,863188,6336098910,TERM524441,02,0,0,A50459,05,Do not honor,20251217,A,P,1,SBI00001,453232,453234,VISA8565336097,,,16.48,8.99,RRN0000004536,004536,BATCH86374,20251218,559.0,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.534191
SBI000000006379,AUTH0006379,453231******3274,453231,3274,2610,VISA,CURRENT,2025-12-26,231057,20251226,231057,-7938.8,356,,,000000,POS PURCHASE,SBI413377,"Mandal, Bora and Andra",5912,Chennai,Haryana,IND,237744,,TERM319372,81,2,1,A22211,14,Insufficient funds,20251226,N,U,0,SBI00001,453234,453231,VISA7747815050,72.13,43.47,,11.11,RRN0000006379,006379,BATCH18592,20251227,,MEDIUM,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000006709,AUTH0006709,453232******3267,453232,3267,2702,VISA,SAVINGS,20251216,231057,20251216,231057,3251.09,356,,,000000,POS PURCHASE,SBI606851,"Khosla, Wason and Shukla",5661,Lucknow,Meghalaya,IND,222927,,TERM803862,81,2,1,A51425,91,Do not honor,20251216,U,U,1,SBI00001,453231,453232,VISA2236860893,12.95,47.73,8.13,15.95,RRN0000006709,006709,BATCH38027,20251217,790.0,MEDIUM,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.781555
SBI000000004901,AUTH0004901,453232******1584,453232,1584,2809,VISA,SAVINGS,20251206,231057,20251206,231057,5449.97,356,,,200000,POS PURCHASE,SBI365767,"Amble, Madan and Raman",,Jaipur,Gujarat,IND,932779,,TERM388309,02,1,0,A69199,00,Insufficient funds,20251206,S,M,0,SBI00001,453231,453232,VISA9181775023,,23.49,3.78,19.27,RRN0000004901,004901,BATCH76048,20251208,751.0,,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000006210,AUTH0006210,453234******5522,453234,5522,2903,VISA,SAVINGS,20260101,231057,20260101,231057,-7671.33,356,,,010000,POS PURCHASE,SBI140270,"Jayaraman, Sandal and Butala",5311,Lucknow,West Bengal,IND,243219,,TERM154374,05,0,0,,61,Insufficient funds,20260101,Y,U,1,SBI00001,453232,453234,VISA8522457739,69.36,30.28,4.6,21.34,RRN0000006210,006210,BATCH95951,20260103,431.0,,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.726310
SBI000000006126,AUTH0006126,453232******1628,453232,1628,2604,VISA,CREDIT,10-12-2025,231057,20251210,231057,3773.81,356,,,200000,POS PURCHASE,SBI615663,"Bala, Kothari and Chaudhry",5812,Kolkata,Maharashtra,IND,681159,,TERM566310,05,0,0,A96466,00,Approved,20251210,A,N,0,SBI00001,453233,453232,VISA8989298971,29.37,20.0,2.1,5.26,RRN0000006126,006126,BATCH82895,20251212,726.0,,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.717975
SBI000000006929,AUTH0006929,453234******2862,453234,2862,3005,VISA,SAVINGS,20251222,231057,20251222,231057,6985.28,356,,,200000,ONLINE PAYMENT,SBI832808,"Kibe, Kalita and Nagar",5814,Pune,Odisha,IND,132843,,TERM902664,02,0,1,A30168,14,Do not honor,20251222,A,M,1,SBI00001,453234,453234,VISA5947002242,,,,23.26,RRN0000006929,006929,BATCH40143,20251224,,,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.807296
SBI000000005556,AUTH0005556,453231******7631,453231,7631,2604,VISA,SAVINGS,20260104,231057,20260104,231057,237.76,356,,,010000,REFUND,SBI200049,"Goel, Dave and Desai",5812,Lucknow,Arunachal Pradesh,IND,,7648618382,TERM866354,02,1,1,A55914,05,Insufficient funds,20260104,S,M,0,SBI00001,453231,453231,VISA1363557172,21.08,30.88,,19.26,RRN0000005556,005556,BATCH94239,20260105,536.0,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.652465
SBI000000004396,AUTH0004396,453232******8040,453232,8040,3005,VISA,CREDIT,20251218,231057,20251218,231057,8717.9,356,,,010000,POS PURCHASE,SBI693813,Sarin-Mohan,5912,Kolkata,Assam,IND,884956,,TERM888997,81,0,0,A13507,61,Insufficient funds,20251218,S,S,0,SBI00001,453232,453232,VISA2550733302,55.32,9.49,,8.47,RRN0000004396,004396,BATCH93476,20251220,900.0,,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.516474
SBI000000006819,AUTH0006819,546565******1510,546565,1510,2910,VISA,CREDIT,20251217,231057,20251217,231057,8132.08,356,,,000000,POS PURCHASE,SBI262022,Magar-Mital,,Lucknow,Kerala,IND,120061,,TERM523395,05,0,1,A66309,51,Do not honor,20251217,P,M,1,SBI00001,453233,546565,VISA1848471956,46.88,42.86,19.07,,RRN0000006819,006819,BATCH99160,20251219,597.0,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.792796
SBI000000005634,AUTH0005634,453232******5497,453232,5497,2803,VISA,CREDIT,20251221,231057,20251221,231057,3593.18,356,,,200000,ONLINE PAYMENT,SBI723805,Suresh-Boase,5651,Lucknow,Andhra Pradesh,IND,805580,,TERM297411,81,0,1,A53725,05,Do not honor,20251221,U,N,1,SBI00001,453231,453232,VISA7472531539,62.32,6.0,19.67,22.9,RRN0000005634,005634,BATCH93372,20251222,911.0,,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.661515
SBI000000006313,AUTH0006313,453233******5486,453233,5486,2902,VISA,CURRENT,20251229,231057,20251229,231057,9399.82,356,,,200000,POS PURCHASE,SBI891595,Nagy-Devi,5999,Mumbai,Karnataka,IND,297511,,TERM274259,05,0,1,A00308,05,Do not honor,20251229,U,S,1,SBI00001,453232,453233,VISA3483810735,23.3,43.85,2.81,,RRN0000006313,006313,BATCH93826,20251231,16.0,HIGH,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.738094
SBI000000007284,AUTH0007284,453231******9125,453231,9125,3003,VISA,SAVINGS,20251221,231057,20251221,231057,668.18,356,,,200000,ONLINE PAYMENT,SBI396113,Chander and Sons,5661,Pune,,IND,944517,,TERM217591,02,2,0,A35848,00,Insufficient funds,20251221,N,U,0,SBI00001,453233,453231,VISA5216520635,86.3,42.55,12.47,5.02,RRN0000007284,007284,BATCH22351,20251223,259.0,,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.844489
SBI000000005642,AUTH0005642,453233******2387,453233,2387,2806,VISA,CURRENT,20251222,231057,20251222,231057,7656.95,356,,,010000,REFUND,SBI514971,Batra-Kapadia,4121,Kolkata,West Bengal,IND,558502,,TERM153838,81,2,1,A82429,05,Approved,20251222,A,M,1,SBI00001,453232,453233,VISA8627613124,18.01,27.93,,26.32,RRN0000005642,005642,BATCH62752,20251224,976.0,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.662506
SBI000000006196,AUTH0006196,453231******0641,453231,0641,2801,VISA,CURRENT,20260102,231057,20260102,231057,-2934.35,356,,,000000,POS PURCHASE,SBI267751,Edwin Ltd,,Mumbai,Odisha,IND,825505,03971501023,TERM647912,81,1,1,A94142,91,Insufficient funds,20260102,S,N,1,SBI00001,453231,453231,VISA6867554328,46.05,25.46,10.96,19.45,RRN0000006196,006196,BATCH52059,20260103,549.0,,U,,SBI,SBI_BANK,2026-01-04T23:10:57.725056
SBI000000006668,AUTH0006668,453232******1124,453232,1124,3012,VISA,SAVINGS,20251231,231057,20251231,231057,2664.63,356,,,000000,ONLINE PAYMENT,SBI908658,"Prashad, Pandya and Sarna",5942,Ahmedabad,Jharkhand,IND,761529,9367061975,TERM328489,90,1,0,A00381,61,Insufficient funds,20251231,Y,M,0,SBI00001,453232,453232,VISA7569437883,28.43,28.45,5.72,,RRN0000006668,006668,BATCH99514,20260101,,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.776865
SBI000000007449,AUTH0007449,453233******5183,453233,5183,2609,VISA,SAVINGS,20251216,231057,20251216,231057,5099.71,356,,,200000,REFUND,SBI696987,Garg-Raman,7011,Mumbai,Telangana,IND,759931,,TERM680209,90,1,0,A29287,00,Do not honor,20251216,S,M,0,SBI00001,453232,453233,VISA9862067782,44.19,27.78,,5.27,RRN0000007449,007449,BATCH34619,20251217,408.0,HIGH,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.860247
SBI000000004613,AUTH0004613,453234******7548,453234,7548,3003,VISA,CURRENT,20251220,231057,20251220,231057,7404.72,356,,,000000,POS PURCHASE,SBI614548,Bail Inc,5999,Hyderabad,Andhra Pradesh,IND,836362,,TERM743113,02,1,0,A22212,61,Insufficient funds,20251220,U,N,0,SBI00001,453231,453234,VISA9450597512,42.09,49.6,16.85,23.01,RRN0000004613,004613,BATCH24479,20251221,,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.543289
SBI000000007130,AUTH0007130,453233******3932,453233,3932,2604,VISA,CURRENT,21-12-2025,231057,20251221,231057,-8126.43,356,,,010000,REFUND,SBI664883,"Patel, Narain and Choudhry",5812,Delhi,,IND,522630,+910803061547,TERM902112,02,2,1,A10578,91,Approved,20251221,S,N,1,SBI00001,453232,453233,VISA8726776820,,,13.78,10.51,RRN0000007130,007130,BATCH85350,20251223,,LOW,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.828175
SBI000000006144,AUTH0006144,453234******3957,453234,3957,2812,VISA,SAVINGS,20251209,231057,20251209,231057,669.69,356,,,010000,ONLINE PAYMENT,SBI555676,"Bhattacharyya, Mallick and Guha",5912,Jaipur,Himachal Pradesh,IND,799906,,TERM697607,02,2,1,A49916,91,Approved,20251209,U,U,1,SBI00001,453232,453234,VISA5731072448,,42.4,11.63,13.09,RRN0000006144,006144,BATCH39680,20251210,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.720086
