txn_reference_number,authorization_id,card_number,card_bin,card_last_digits,card_expiry_mmyy,card_type,card_scheme,transaction_date,transaction_time,transaction_timestamp,transaction_amount,transaction_currency,billing_amount,billing_currency,transaction_type_code,transaction_type_desc,processing_code,merchant_id,merchant_name,merchant_category_code,merchant_category_desc,merchant_city,merchant_state,merchant_country,merchant_postal_code,merchant_address,terminal_id,pos_entry_mode,pos_condition_code,card_present_flag,auth_code,response_code,response_message,auth_date,avs_result,cvv_result,cvv_provided,acquirer_id,acquirer_bin,issuer_bin,network_reference,interchange_fee,service_tax,network_fee,retrieval_reference_number,trace_number,batch_number,settlement_date,fraud_score,risk_category,3ds_authenticated,3ds_version,bank_name,data_source,record_created_at
CITI0000003476,AUTH00003476,453246******7176,453246,7176,10/26,AMEX,DEBIT,2025-12-06,04:30:30,2025-12-06T04:30:30.339285,9061.37,INR,5145.67,EUR,0.0,REFUND,0.0,CITI467309,"Chander, Kala and Mander",5732.0,,Hyderabad,Uttar Pradesh,USA,119856.0,"59
Bava Street",TRM90332,5.0,6.0,Y,A957OA,0,,2025-12-06,,,N,CITI0001,453245.0,453246,VISA454309351,,,24.02,REF000000003476,3476.0,B7996,2025-12-07,25.0,LOW,N,,CITI,CITI_BANK,2026-01-05T04:30:30.339285
CITI0000003477,AUTH00003477,453241******6157,453241,6157,11/31,DISCOVER,DEBIT,2025-11-06,04:30:30,2025-11-06T04:30:30.339285,7194.08,USD,,USD,1.0,REFUND,10000.0,CITI612766,,5661.0,,Delhi,Manipur,USA,405691.0,,TRM60908,81.0,6.0,N,A055GO,59,,2025-11-06,P,S,Y,CITI0001,453241.0,453241,VISA755299210,67.75,26.24,11.42,REF000000003477,3477.0,B1556,2025-11-07,95.0,LOW,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.339285
CITI0000003478,AUTH00003478,453241******3526,453241,3526,08/27,MASTERCARD,PREPAID,2025-11-25,04:30:30,2025-11-25T04:30:30.339285,717.43,INR,,,0.0,,90000.0,CITI266221,Dutta-Doshi,5814.0,,Kolkata,Chhattisgarh,USA,,"310
Kota Zila",TRM91375,2.0,1.0,Y,A945NF,0,,2025-11-25,Y,P,Y,CITI0001,453243.0,453241,VISA931772810,174.75,25.44,3.4,REF000000003478,3478.0,B1875,2025-11-27,76.0,LOW,A,,CITI,CITI_BANK,2026-01-05T04:30:30.339285
CITI0000003479,AUTH00003479,453243******7980,453243,7980,01/27,VISA,DEBIT,2025-12-16,04:30:30,2025-12-16T04:30:30.339285,15286.79,INR,18520.16,,0.0,REFUND,0.0,CITI530248,"Ramesh, Bava and Kar",5999.0,,,Odisha,SGP,,,TRM24576,81.0,1.0,N,A420PZ,0,,2025-12-16,P,M,,CITI0001,453242.0,453243,VISA769008523,,20.35,,REF000000003479,3479.0,,2025-12-19,66.0,HIGH,U,,CITI,CITI_BANK,2026-01-05T04:30:30.339285
CITI0000003480,AUTH00003480,453245******5437,453245,5437,02/28,VISA,DEBIT,2016-05-04,04:30:30,2016-05-04T04:30:30.339285,14890.63,INR,,,21.0,PREAUTH,20000.0,CITI352006,Chawla Inc,5812.0,,Ahmedabad,Sikkim,SGP,215887.0,"84/217
Dubey Street",TRM67030,5.0,0.0,Y,,5,,2016-05-04,Y,M,,CITI0001,453242.0,453245,VISA158654302,153.89,33.46,,REF000000003480,3480.0,B5277,2016-05-07,20.0,,U,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003481,AUTH00003481,453243******9179,453243,9179,04/27,DISCOVER,PREPAID,2026-01-09,04:30:30,2026-01-09T04:30:30.342349,22460.28,INR,,,9.0,PURCHASE,20000.0,CITI960824,,5499.0,,Kochi,Gujarat,IND,874916.0,,TRM42216,2.0,2.0,Y,A092AU,0,,2026-01-09,Y,N,N,CITI0001,453243.0,453243,VISA858379068,,7.81,2.8,REF000000003481,3481.0,B4790,2026-01-12,78.0,,,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003482,453241******2701,453241,2701,,VISA,CREDIT,2025-11-23,04:30:30,2025-11-23T04:30:30.342349,18128.05,INR,,EUR,1.0,UNKNOWN,20000.0,CITI962582,"Khatri, Wagle and Thakur",5812.0,,Bhopal,Nagaland,GBR,715700.0,,TRM20141,7.0,8.0,Y,A169LB,0,,0000-00-00,,U,,CITI0001,453245.0,453241,VISA912242538,162.2,,,REF000000003482,0.0,B4621,2025-11-24,24.0,MEDIUM,,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003483,AUTH00003483,953499******0902,953499,902,08/29,MASTERCARD,CREDIT,2025-12-10,04:30:30,2025-12-10T04:30:30.342349,12256.48,INR,,,1.0,REFUND,0.0,CITI774814,,5311.0,,Indore,,GBR,,,TRM75154,7.0,6.0,Y,A814DO,91,,2025-12-10,P,N,N,CITI0001,453242.0,953499,VISA589276941,82.24,,4.43,REF000000003483,3483.0,B6633,2025-12-11,,,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000004843,AUTH00003484,000000******0000,0,0,00/00,VISA,DEBIT,2026-08-26,04:30:30,invalid_timestamp,19873.89,INR,20775.78,INR,0.0,CASH_WITHDRAWAL,90000.0,CITI771355,Divan LLC,5691.0,,Bangalore,Tamil Nadu,GBR,863233.0,"H.No. 21
Kaur Street",TRM90238,5.0,8.0,Y,A300PT,0,,26/08/2026,,,N,CITI0001,453243.0,0,VISA586066813,,,,REF000000003484,3484.0,B7103,2026-08-29,,LOW,0,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003485,000000******0000,0,0,08/22,VISA,CREDIT,08/11/2025,04:30:30,2025-11-08T04:30:30.342349,7089.56,INR,17659.05,EUR,9.0,REFUND,10000.0,CITI948589,Rana-Dyal,5912.0,,Lucknow,Gujarat,ARE,,"050, Pandya Chowk",TRM45024,81.0,0.0,N,000000,0,,2025-11-08,N,P,Y,CITI0001,453244.0,0,VISA922190433,133.56,40.44,26.29,REF000000003485,3485.0,B3094,2025-11-11,,LOW,A,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003486,AUTH00003486,453244******2213,453244,2213,02/22,VISA,PREPAID,2025-12-11,04:30:30,2025-12-11T04:30:30.342349,12836.38,INR,,,0.0,PURCHASE,20000.0,,,5541.0,,Hyderabad,,USA,339810.0,,TRM87624,7.0,2.0,Y,A614OL,5,,2025-12-11,,,,CITI0001,453242.0,453244,VISA109841242,,2.11,,REF000000003486,3486.0,,2025-12-12,,LOW,,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003487,AUTH00003487,453246******0543,453246,543,12/31,VISA,DEBIT,2025-12-07,04:30:30,2025-12-07T04:30:30.342349,2455.7,INR,,INR,9.0,PREAUTH,10000.0,CITI104655,Deep-Ganesh,5814.0,,Hyderabad,Arunachal Pradesh,ARE,578761.0,,TRM70274,2.0,8.0,N,A408MJ,0,,2025-12-07,A,P,Y,CITI0001,453241.0,453246,VISA586659774,,44.11,1.39,REF000000003487,3487.0,B4667,2025-12-08,,,,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003488,AUTH00003488,453242******4899,453242,4899,01/30,MASTERCARD,CREDIT,2025-12-24,04:30:30,2025-12-24T04:30:30.342349,14649.29,INR,,EUR,1.0,CASH_WITHDRAWAL,0.0,CITI428592,Mahal PLC,5813.0,,Mumbai,,IND,213204.0,"744
Kala Path",TRM96634,90.0,1.0,N,,0,,2025-12-24,S,M,Y,CITI0001,453245.0,453242,VISA285057059,81.25,13.53,,REF000000003488,3488.0,B7622,2025-12-25,,,A,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
3489,AUTH00003489,999999******9999,999999,9999,06/30,DISCOVER,PREPAID,2017-03-04,04:30:30,2017-03-04T04:30:30.342349,4597.79,INR,,USD,21.0,PREAUTH,0.0,CITI221403,,,,,Tripura,SGP,102992.0,,TRM32403,90.0,1.0,Y,A456AQ,0,,2017-03-04,U,S,Y,CITI0001,453246.0,999999,,193.52,6.82,14.51,REF000000003489,3489.0,B2670,2017-03-06,,,A,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003490,AUTH00003490,453245******3223,453245,3223,02/23,VISA,CREDIT,2025-12-13,04:30:30,2025-12-13T04:30:30.342349,7722.15,INR,10068.96,,9.0,REFUND,0.0,,"Kulkarni, Char and Sarraf",5942.0,,Bhopal,,ARE,,"H.No. 432, Bajaj Zila",TRM46884,10.0,6.0,Y,A085LL,0,,2025-12-13,A,N,N,CITI0001,453243.0,453245,VISA968151806,,49.59,,REF000000003490,3490.0,B7515,2025-12-15,2.0,LOW,,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003491,AUTH00003491,742065******0955,742065,955,03/27,MASTERCARD,PREPAID,2026-01-02,04:30:30,2026-01-02T04:30:30.342349,20503.96,INR,,,1.0,CASH_WITHDRAWAL,90000.0,CITI628241,,,,Chennai,Uttar Pradesh,SGP,233646.0,"H.No. 57
Devan Nagar",TRM22479,81.0,8.0,N,A518HY,0,,2026-01-02,U,,N,CITI0001,453246.0,742065,VISA199473349,81.85,,22.76,REF000000003491,3491.0,B9639,2026-01-04,75.0,MEDIUM,,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003492CITI0000003492,AUTH00003492,453242******7035,453242,7035,,MASTERCARD,PREPAID,2026-01-05,12:60:00,2026-01-05T04:30:30.342349,22266.54,INR,,,0.0,VOID,20000.0,CITI826748,Gokhale LLC,7011.0,,Bangalore,West Bengal,ARE,257271.0,,TRM43059,2.0,0.0,N,,41,,2026-01-05,R,,,CITI0001,453246.0,453242,VISA735712581,,23.66,19.34,REF000000003492,3492.0,B1433,0000-00-00,,,,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003493,AUTH00003493,453246******7003,453246,7003,09/27,MASTERCARD,DEBIT,2025-11-21,04:30:30,2025-11-21T04:30:30.342349,21919.27,INR,,,20.0,VOID,20000.0,CITI964323,,5812.0,,Bangalore,Himachal Pradesh,USA,413241.0,,TRM80913,2.0,0.0,N,A686VC,0,,2025-11-21,Y,M,N,CITI0001,453244.0,453246,VISA967088431,71.89,,,REF000000003493,3493.0,B1334,2025-11-24,5.0,MEDIUM,A,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003494CITI0000003494,AUTH00003494,3536521,353652,6521,01/28,UNKNOWN,PREPAID,2025-12-23,04:30:30,2025-12-23T04:30:30.342349,12618.16,INR,7410.05,EUR,0.0,REFUND,90000.0,CITI438991,Sawhney-Cheema,9999.0,,Bhopal,,GBR,,,TRM79601,81.0,6.0,N,A825GV,41,,2025-12-23,R,M,,CITI0001,453242.0,353652,VISA278071922,,16.46,,,3494.0,B8269,2025-12-25,,MEDIUM,A,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000005943,AUTH00003495,5692444,569244,2444,12/32,DISCOVER,UNKNOWN,2025-12-09,04:30:30,2025-12-09T04:30:30.342349,17900.44,INR,11175.08,,0.0,PREAUTH,10000.0,CITI537895,"Mallick, Verma and Ray",7011.0,,Chennai,,GBR,218243.0,"705
Nair Zila",TRM90241,10.0,1.0,Y,ERROR,80,,2025-12-09,A,,N,CITI0001,453241.0,569244,VISA164641864,,26.43,,REF000000003495,3495.0,B4806,2025-12-12,,,Y,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003496,AUTH00003496,453241******5790,453241,5790,02/26,VISA,PREPAID,2025-11-22,04:30:30,2025-11-22T04:30:30.342349,5043.85,INR,,INR,9.0,,20000.0,CITI841302,Tak Ltd,,,Indore,Andhra Pradesh,USA,339385.0,,TRM42445,90.0,8.0,Y,A304HE,0,,2025-11-22,E,U,,CITI0001,453243.0,453241,VISA447414913,70.24,11.07,29.96,REF000000003496,3496.0,,2025-11-24,,HIGH,N,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003497,AUTH00003497,453246******9847,453246,9847,11/22,AMEX,PREPAID,2025-12-29,04:30:30,2025-12-29T04:30:30.342349,18653.72,INR,,,0.0,,90000.0,CITI443085,"Das, Balan and Goel",,,Delhi,Odisha,SGP,447512.0,,TRM49023,2.0,0.0,N,A058JV,0,,2025-12-29,S,M,N,CITI0001,453244.0,453246,VISA230123203,120.27,7.02,,REF000000003497,3497.0,B3726,2026-01-01,,,N,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003498,AUTH00003498,453241******0884,453241,884,01/27,MASTERCARD,DEBIT,2025-11-26,04:30:30,2025-11-26T04:30:30.342349,7019.93,GBP,517.02,,0.0,PREAUTH,20000.0,CITI821817,Sodhi Group,5812.0,,Ahmedabad,,IND,,"H.No. 748
Buch Chowk",TRM91659,5.0,2.0,Y,A284NT,0,,2025-11-26,,,Y,CITI0001,453242.0,453241,VISA233349506,10.41,,7.95,REF000000003498,3498.0,B7184,2025-11-27,24.0,MEDIUM,,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003499,,453246******1073,453246,1073,03/26,MASTERCARD,DEBIT,2025-12-01,04:30:30,2025-12-01T04:30:30.342349,-0.01,INR,8195.76,INR,99.0,VOID,20000.0,CITI142610,Bhavsar Group,4121.0,,Kochi,Telangana,USA,218999.0,"H.No. 740, Sodhi",TRM34623,90.0,1.0,N,A092MV,82,,2025-12-01,,U,N,CITI0001,453244.0,453246,VISA926608793,50.99,11.78,,REF000000003499,3499.0,B6975,2025-12-03,,,N,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003500,5519438,551943,9438,04/27,MASTERCARD,CREDIT,2025-12-15,04:30:30,2025-12-15T04:30:30.342349,2830.46,INR,,,9.0,CASH_WITHDRAWAL,10000.0,CITI335489,"Bava, Venkatesh and Sarin",,,Hyderabad,,USA,704187.0,,TRM62367,2.0,6.0,N,A305EJ,0,,2025-12-15,U,N,Y,CITI0001,453241.0,551943,VISA536273139,,17.99,18.22,REF000000003500,3500.0,B2503,2025-12-18,,,U,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003501,999999******9999,999999,9999,01/28,MASTERCARD,CREDIT,2025-12-30,04:30:30,2025-12-30T04:30:30.342349,0.0,INR,,,0.0,CASH_WITHDRAWAL,0.0,CITI951937,"Tripathi, Seth and Shah",1234.0,,Bhopal,Goa,ARE,,,TRM51529,2.0,1.0,Y,A149TZ,0,,0000-00-00,P,N,N,CITI0001,453245.0,999999,VISA663642484,55.77,3.21,15.04,REF000000003501,3501.0,B4612,2026-01-02,20.0,LOW,U,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000002053,AUTH00003502,240709******7708,240709,7708,07/26,DISCOVER,CREDIT,2025-11-18,04:30:30,2025-11-18T04:30:30.342349,13413.81,INR,23114.06,,-1.0,VOID,10000.0,CITI133593,Kaur PLC,7011.0,,Kolkata,,ARE,,"730, Sarkar Zila",TRM17152,5.0,6.0,N,A920DB,76,,2025-11-18,,,N,CITI0001,453244.0,240709,VISA253740048,,,9.1,REF000000003502,3502.0,B8428,2025-11-17,,,A,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003503,3981104,398110,1104,02/30,VISA,PREPAID,2025-11-06,04:30:30,2025-11-06T04:30:30.342349,-959.86,,,,20.0,PREAUTH,10000.0,CITI985861,"Mody, Aggarwal and Bhagat",,,Indore,Uttar Pradesh,IND,,,TRM61649,90.0,2.0,N,A303BD,58,,2025-11-06,P,P,N,CITI0001,453244.0,398110,VISA648084764,65.76,23.23,1.09,REF000000003503,3503.0,B4634,2025-11-08,42.0,,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003504,AUTH00003504,453243******2674,453243,2674,11/32,VISA,PREPAID,2025-11-25,04:30:30,2025-11-25T04:30:30.342349,18091.08,INR,1418.69,,1.0,REFUND,10000.0,CITI318679,Mitra-Thaman,7011.0,,Delhi,Manipur,IND,473027.0,,TRM29519,5.0,0.0,Y,A341OH,0,,2025-11-25,,M,N,CITI0001,453241.0,453243,VISA819726346,102.87,7.02,,REF000000003504,3504.0,B3686,2025-11-26,,,,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI,,453242******0199,453242,199,03/24,AMEX,PREPAID,2026-09-09,04:30:30,2026-09-09T04:30:30.342349,11275.44,INR,17594.96,,1.0,CASH_WITHDRAWAL,0.0,CITI490263,"Banik, Dhar and Dube",5813.0,,Chandigarh,Meghalaya,SGP,,"52/86
Sekhon Marg",TRM54050,2.0,1.0,N,A970BE,0,,2026-09-09,A,,N,CITI0001,453246.0,453242,VISA201101375,45.6,20.06,,REF000000003505,3505.0,B3695,2026-09-10,50.0,MEDIUM,N,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003506,AUTH00003506,834412******0921,834412,921,11/32,DISCOVER,PREPAID,2025-11-15,04:30:30,2025-11-15T04:30:30.342349,12976.19,INR,23078.82,,0.0,,90000.0,CITI844901,Dass and Sons,,,Chandigarh,,USA,776708.0,"743, Roy Chowk",TRM11231,5.0,1.0,Y,A119VX,14,,2025-11-15,,M,Y,CITI0001,453241.0,834412,VISA255485004,44.53,,,REF000000003506,3506.0,B8789,2025-11-18,67.0,HIGH,A,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003507,999999******9999,999999,9999,06/31,VISA,PREPAID,2025-12-15,04:30:30,2025-12-15T04:30:30.342349,15214.98,INR,,,9.0,PREAUTH,90000.0,CITI386098,,6011.0,,Lucknow,,US,,"77/44, Varughese Circle",TRM67448,7.0,1.0,N,A086CX,0,,2025-12-15,N,,,CITI0001,453244.0,999999,VISA432191800,,34.97,23.28,REF000000003507,3507.0,B2917,2025-12-17,,,,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003508,453245******8832,453245,8832,04/27,AMEX,CREDIT,2025-11-16,04:30:30,2025-11-16T04:30:30.342349,21843.77,INR,,,20.0,REFUND,10000.0,CITI659101,"Dara, Goda and Doshi",5813.0,,Indore,Nagaland,IND,254932.0,,TRM65316,10.0,1.0,Y,A431TN,51,,2025-11-16,,U,Y,CITI0001,453245.0,453245,VISA936169835,153.52,,7.11,REF000000003508,3508.0,,2025-11-19,80.0,,A,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003509,AUTH00003509,453244******4357,453244,4357,12/20,MASTERCARD,DEBIT,2025-12-07,04:30:30,2025-12-07T04:30:30.342349,20259.75,INR,,,21.0,,10000.0,CITI532082,Vala Ltd,,,Hyderabad,,GBR,,"082
Sankar Zila",TRM31838,2.0,8.0,Y,A478BK,54,,2025-12-07,N,U,N,CITI0001,453242.0,453244,VISA754406625,,12.82,,REF000000003509,3509.0,B9497,2025-12-08,,,A,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003510,AUTH00003510,453245******1178,453245,1178,06/31,DISCOVER,PREPAID,2025-12-08,04:30:30,2025-12-08T04:30:30.342349,11324.72,INR,,USD,9.0,PURCHASE,0.0,CITI109756,Sura-Barad,,,Lucknow,,SGP,125435.0,,TRM98319,7.0,1.0,N,A243NL,0,,2025-12-08,,U,N,CITI0001,453246.0,453245,VISA143899886,,40.95,20.38,REF000000003510,3510.0,,2025-12-10,,LOW,U,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003511,AUTH00003511,453244******6066,453244,6066,11/27,MASTERCARD,DEBIT,2026-04-23,04:30:30,2026-04-23T04:30:30.342349,5094.77,INR,,EUR,9.0,PREAUTH,10000.0,CITI158917,Ravi Inc,5499.0,,Chennai,Nagaland,USA,515416.0,,TRM67514,7.0,1.0,N,A956EM,5,,2026-04-23,S,P,Y,CITI0001,453244.0,453244,VISA859691818,65.12,,4.98,REF000000003511,3511.0,B4933,2026-04-25,95.0,,A,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003512,AUTH00003512,707893******2485,707893,2485,06/27,VISA,DEBIT,2025-12-14,04:30:30,2025-12-14T04:30:30.342349,1713.69,INR,6778.65,,9.0,CASH_WITHDRAWAL,90000.0,,,5651.0,,Ahmedabad,Punjab,USA,310386.0,,TRM88895,10.0,2.0,N,A602WL,0,,2025-12-14,R,P,Y,CITI0001,453242.0,707893,VISA934726630,,14.64,,REF000000003512,3512.0,B1621,2025-12-17,,LOW,A,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003513,AUTH00003513,453246******2425,453246,2425,01/30,AMEX,PREPAID,2026-01-27,04:30:30,2026-01-27T04:30:30.342349,19543.98,SGD,,EUR,21.0,REFUND,0.0,CITI412471,,,,Pune,Mizoram,GBR,907108.0,"16
Boase Street",TRM95797,81.0,0.0,Y,,0,,2026-01-27,N,S,Y,CITI0001,453245.0,453246,VISA880939356,,9.15,,REF000000003513,3513.0,B2933,2026-01-30,9.0,,,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003514,AUTH00003514,453243******5024,453243,5024,01/29,DISCOVER,CREDIT,2025-12-30,04:30:30,2025-12-30T04:30:30.342349,687.74,INR,15718.12,EUR,21.0,VOID,20000.0,CITI889670,Khosla-Khanna,5732.0,,,Telangana,SGP,263085.0,,TRM89879,90.0,8.0,N,A584AD,0,,2025-12-30,,,Y,CITI0001,453244.0,453243,VISA561859243,55.05,46.12,11.73,REF000000003514,3514.0,B7962,2025-12-31,,LOW,,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003515,AUTH00003515,453243******7701,453243,7701,10/22,MASTERCARD,DEBIT,2025-12-25,04:30:30,2025-12-25T04:30:30.342349,23664.88,EUR,,EUR,0.0,PURCHASE,20000.0,CITI812677,,,,Kochi,,USA,103162.0,,TRM37266,2.0,2.0,N,A959DP,0,,2025-12-25,E,M,,CITI0001,453245.0,453243,VISA822931424,123.15,34.92,19.79,REF000000003515,3515.0,B8917,2025-12-26,57.0,,N,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003516,AUTH00003516,453245******9960,453245,9960,08/32,VISA,DEBIT,2025-11-16,04:30:30,2025-11-16T04:30:30.342349,17902.07,INR,10824.42,,1.0,VOID,90000.0,,Solanki Group,,,,,GBR,,,TRM43834,5.0,8.0,Y,A426ND,5,,2025-11-16,S,P,Y,CITI0001,453245.0,453245,VISA331638080,30.17,31.86,,REF000000003516,3516.0,B4986,2025-11-19,2.0,,,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003517CITI0000003517,AUTH00003517,611280******1076,611280,1076,02/29,VISA,DEBIT,2025-12-06,12:60:00,2025-12-06T04:30:30.342349,18707.11,INR,,,20.0,VOID,10000.0,,,,,Bhopal,,GBR,746043.0,,TRM37481,7.0,0.0,Y,A671OJ,0,,2025-12-06,R,P,NO,CITI0001,453245.0,611280,VISA741228086,13.13,22.91,18.46,REF000000003517,,B3692,2025-12-07,,,U,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003518,AUTH00003518,457961******4420,457961,4420,11/28,DISCOVER,CREDIT,2026-11-02,04:30:30,2026-11-02T04:30:30.342349,10643.92,INR,,,0.0,CASH_WITHDRAWAL,90000.0,CITI404951,,,,Kolkata,Rajasthan,USA,,"H.No. 86
Bhattacharyya Road",TRM73419,7.0,2.0,Y,A677PO,0,,2026-11-02,R,N,N,CITI0001,453242.0,457961,VISA977699185,,,,REF000000003518,3518.0,B8379,2026-11-05,,MEDIUM,A,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003519,AUTH00003519,453246******3905,453246,3905,01/27,MASTERCARD,DEBIT,2025-11-24,04:30:30,2025-11-24T04:30:30.342349,23085.6,INR,,USD,0.0,PURCHASE,90000.0,CITI726008,,5812.0,,Chandigarh,Maharashtra,IND,731686.0,,TRM71355,81.0,1.0,N,A243SJ,0,,2025-11-24,R,S,Y,CITI0001,453241.0,453246,VISA135397788,22.49,7.61,,REF000000003519,3519.0,B9137,2025-11-26,,,,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003520,AUTH00003520,453243******1969,453243,1969,04/28,VISA,CREDIT,2025-11-15,04:30:30,2025-11-15T04:30:30.342349,4498.99,INR,,,21.0,CASH_WITHDRAWAL,90000.0,CITI787549,Jani-Pant,5661.0,,Delhi,,SGP,158574.0,"H.No. 09, Sane Circle",TRM97026,90.0,6.0,N,A918TM,0,,2025-11-15,P,U,Y,CITI0001,453241.0,453243,VISA149036380,117.58,,14.98,REF000000003520,3520.0,B9539,2025-11-18,86.0,,,,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003521,AUTH00003521,453246******5328,453246,5328,10/27,MASTERCARD,PREPAID,1999-12-31,23:59:59,1999-12-31T23:59:59,12993.04,INR,,,20.0,,10000.0,CITI726239,"Mand, Date and Jayaraman",5651.0,,Lucknow,Chhattisgarh,ARE,294370.0,,TRM44271,5.0,6.0,Y,A369SQ,0,,1999-12-31,S,,N,CITI0001,453246.0,453246,VISA374342195,,,19.79,REF000000003521,3521.0,B9415,2000-01-02,,HIGH,A,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI,AUTH00003522AUTH00003522,453243******7309,453243,7309,02/32,AMEX,PREPAID,2025-12-31,04:30:30,2025-12-31T04:30:30.342349,6500.53,INR,,,0.0,,20000.0,CITI476124,Chad and Sons,5651.0,,,,GBR,,N/A,TRM45756,7.0,6.0,Y,A842LP,79,,2025-12-31,P,M,N,CITI0001,453242.0,453243,VISA203498646,199.42,,24.05,REF000000003522,3522.0,,2026-01-02,82.0,,,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003523,AUTH00003523,453241******9899,453241,9899,11/20,VISA,CREDIT,2025-11-30,04:30:30,2025-11-30T04:30:30.342349,17826.21,INR,,,1.0,REFUND,0.0,,,5999.0,,,,SGP,286274.0,,TRM72851,10.0,2.0,Y,A571VJ,0,,2025-11-30,U,P,Y,CITI0001,453243.0,453241,VISA166061024,195.32,,22.03,REF000000003523,3523.0,B6719,2025-12-03,,,U,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
,AUTH00003524,000000******0000,0,0,05/27,MASTERCARD,PREPAID,2025-11-19,04:30:30,2025-11-19T04:30:30.342349,15616.35,INR,,,,VOID,20000.0,CITI949353,Dugal-Majumdar,7011.0,,,Andhra Pradesh,ARE,,,TRM60561,7.0,8.0,Y,A835EN,0,,2025-11-19,P,M,NO,CITI0001,453245.0,0,VISA932729342,19.41,38.74,4.43,REF000000003524,3524.0,B7853,2025-11-21,50.0,MEDIUM,,0.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI0000003525,AUTH00003525,453243******1423,453243,1423,12/31,DISCOVER,DEBIT,2025-12-24,04:30:30,2025-12-24T04:30:30.342349,18360.61,INR,,EUR,20.0,CASH_WITHDRAWAL,20000.0,CITI985122,Mani-Dasgupta,,,Bhopal,,SGP,949822.0,,TRM27231,2.0,2.0,Y,A230LG,62,,2025-12-24,U,U,Y,CITI0001,453241.0,453243,VISA773812795,84.14,,25.34,REF000000003525,3525.0,B4885,2025-12-27,,HIGH,Y,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.342349
CITI-3526,AUTH00003526,396755******5561,396755,5561,02/32,DISCOVER,PREPAID,2017-03-20,04:30:30,2017-03-20T04:30:30.342349,3154.17,INR,,,21.0,VOID,10000.0,CITI466463,"Kanda, Malhotra and Soman",4121.0,,Pune,Maharashtra,USA,999999.0,,TRM98752,90.0,8.0,N,A054YX,0,,2017-03-20,N,P,Y,CITI0001,453241.0,396755,VISA646011544,44.97,42.84,,REF000000003526,3526.0,B5987,2017-03-23,,HIGH,Y,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.342349
